0	10276.5	12228.8	14685.7	17816.5	21861.7	27170.6	34261.4	43923.5	57395.1	76684	105175	148828	218641	333335	218641	148828	105175	76684	57395.1	43923.5	34261.4	27170.6	21861.7	17816.5	14685.7	12228.8	10276.5	8707.76	
0	10981.1	13067.2	15692.6	19038	23360.7	29033.6	36610.5	46935.1	61330.3	81941.7	112386	159032	233632	356190	233632	159032	112386	81941.7	61330.3	46935.1	36610.5	29033.6	23360.7	19038	15692.6	13067.2	10981.1	9304.8	
0	11728	13956	16759.9	20332.9	24949.6	31008.3	39100.6	50127.4	65501.7	87515.1	120030	169848	249523	380417	249523	169848	120030	87515.1	65501.7	50127.4	39100.6	31008.3	24949.6	20332.9	16759.9	13956	11728	9937.67	
0	12519.4	14897.7	17890.8	21704.9	26633	33100.6	41739	53509.8	69921.5	93420.2	128129	181309	266360	406087	266360	181309	128129	93420.2	69921.5	53509.8	41739	33100.6	26633	21704.9	17890.8	14897.7	12519.4	10608.2	
0	13357.5	15895	19088.5	23157.9	28416	35316.5	44533.2	57092	74602.3	99674.2	136706	193447	284191	433273	284191	193447	136706	99674.2	74602.3	57092	44533.2	35316.5	28416	23157.9	19088.5	15895	13357.5	11318.4	
0	14244.7	16950.8	20356.4	24696.1	30303.4	37662.3	47491.1	60884.2	79557.6	106295	145787	206296	303067	462052	303067	206296	145787	106295	79557.6	60884.2	47491.1	37662.3	30303.4	24696.1	20356.4	16950.8	14244.7	12070.2	
0	15183.5	18067.9	21698	26323.7	32300.6	40144.5	50621.1	64896.9	84801	113300	155395	219892	323042	492506	323042	219892	155395	113300	84801	64896.9	50621.1	40144.5	32300.6	26323.7	21698	18067.9	15183.5	12865.7	
0	16176.5	19249.6	23117.1	28045.3	34413.1	42770	53931.8	69141.2	90347	120710	165558	234273	344169	524717	344169	234273	165558	120710	90347	69141.2	53931.8	42770	34413.1	28045.3	23117.1	19249.6	16176.5	13707.1	
0	17226.4	20498.9	24617.4	29865.5	36646.6	45545.9	57432.1	73628.6	96210.7	128545	176303	249478	366506	558773	366506	249478	176303	128545	96210.7	73628.6	57432.1	45545.9	36646.6	29865.5	24617.4	20498.9	17226.4	14596.7	
0	18336	21819.3	26203	31789.2	39007	48479.5	61131.3	78371	102408	136824	187659	265547	390113	594765	390113	265547	187659	136824	102408	78371	61131.3	48479.5	39007	31789.2	26203	21819.3	18336	15536.9	
0	19508.1	23214.1	27878.1	33821.4	41500.6	51578.6	65039.2	83381	108954	145571	199655	282523	415052	632787	415052	282523	199655	145571	108954	83381	65039.2	51578.6	41500.6	33821.4	27878.1	23214.1	19508.1	16530.1	
0	20745.9	24687	29647	35967.3	44133.8	54851.3	69165.9	88671.5	115867	154807	212323	300449	441386	672938	441386	300449	212323	154807	115867	88671.5	69165.9	54851.3	44133.8	35967.3	29647	24687	20745.9	17578.9	
0	22052.5	26241.8	31514.1	38232.5	46913.3	58305.8	73522	94256	123165	164557	225695	319371	469185	715321	469185	319371	225695	164557	123165	94256	73522	58305.8	46913.3	38232.5	31514.1	26241.8	22052.5	18686.1	
